timestamp,device_id,slice,app,packet_size_bytes,throughput_kbps,latency_ms,jitter_ms,loss_percent,slice_id
2025-09-25T06:47:32.463605+00:00,mmtc-4724,mMTC,meter,188,4.52,177.748,1.42,0.218,slice-mmtc
2025-09-25T06:47:32.463605+00:00,mmtc-3354,mMTC,meter,43,16.7,110.183,0.665,0.344,slice-mmtc
2025-09-25T06:47:32.463605+00:00,mmtc-4462,mMTC,sensor,176,24.519,153.325,6.834,0.384,slice-mmtc
2025-09-25T06:47:32.463605+00:00,mmtc-2199,mMTC,tracker,49,24.85,234.549,2.654,0.016,slice-mmtc
2025-09-25T06:47:32.463605+00:00,mmtc-1369,mMTC,tracker,33,24.585,135.517,4.243,0.014,slice-mmtc
2025-09-25T06:47:32.463605+00:00,mmtc-218,mMTC,meter,50,37.456,181.565,2.094,0.236,slice-mmtc
2025-09-25T06:47:32.463605+00:00,mmtc-4736,mMTC,env,54,43.386,44.208,6.792,0.379,slice-mmtc
2025-09-25T06:47:32.463605+00:00,mmtc-3753,mMTC,env,149,41.977,69.432,6.914,0.347,slice-mmtc
2025-09-25T06:47:32.463605+00:00,mmtc-2224,mMTC,env,177,8.315,62.236,6.497,0.003,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-3180,mMTC,meter,198,4.413,84.972,7.405,0.199,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-4629,mMTC,tracker,45,0.453,243.887,2.788,0.303,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-4622,mMTC,env,33,35.009,125.398,0.55,0.198,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2715,mMTC,tracker,100,34.414,140.215,0.822,0.499,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-3793,mMTC,tracker,183,1.951,116.711,0.647,0.335,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-3931,mMTC,sensor,50,40.975,52.125,5.591,0.046,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-613,mMTC,tracker,134,31.792,134.727,2.051,0.235,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-30,mMTC,env,91,28.383,121.949,7.202,0.383,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-95,mMTC,sensor,160,3.474,173.812,3.769,0.272,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-483,mMTC,env,164,18.118,42.244,3.305,0.485,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-3609,mMTC,env,194,42.882,216.815,8.195,0.27,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2232,mMTC,meter,75,25.426,195.407,9.86,0.293,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-577,mMTC,meter,125,29.346,217.263,7.865,0.068,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-3183,mMTC,sensor,68,35.945,235.097,4.169,0.292,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-4355,mMTC,meter,122,12.606,204.933,2.539,0.018,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-3771,mMTC,meter,45,16.101,59.67,3.177,0.285,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2515,mMTC,tracker,72,1.308,107.738,4.674,0.489,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2795,mMTC,sensor,119,0.179,242.398,8.373,0.166,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-1986,mMTC,tracker,176,11.539,224.084,7.371,0.162,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-3402,mMTC,env,158,32.776,182.928,4.506,0.418,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-3440,mMTC,meter,39,36.751,161.666,2.62,0.412,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-586,mMTC,meter,41,18.864,44.614,2.585,0.366,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2904,mMTC,tracker,31,47.291,56.643,8.251,0.093,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-4516,mMTC,meter,146,41.0,182.648,6.4,0.246,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-1959,mMTC,sensor,27,45.397,43.914,0.59,0.441,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-3945,mMTC,env,124,1.424,62.346,8.539,0.415,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-1892,mMTC,meter,188,19.894,211.324,2.265,0.05,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2235,mMTC,meter,188,42.961,210.1,3.276,0.088,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2419,mMTC,meter,122,42.237,197.304,1.276,0.328,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2035,mMTC,meter,63,31.315,185.004,3.15,0.096,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2067,mMTC,sensor,189,6.505,135.245,0.401,0.259,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-1622,mMTC,sensor,101,21.65,173.055,4.003,0.077,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-1707,mMTC,tracker,198,39.11,34.998,7.403,0.326,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2170,mMTC,meter,135,47.032,220.086,0.905,0.224,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-1259,mMTC,meter,106,29.235,95.672,0.209,0.273,slice-mmtc
2025-09-25T06:47:32.464171+00:00,mmtc-2057,mMTC,meter,91,24.445,203.01,8.503,0.356,slice-mmtc
2025-09-25T06:47:32.464730+00:00,mmtc-3171,mMTC,tracker,177,35.339,192.132,3.22,0.445,slice-mmtc
2025-09-25T06:47:32.464730+00:00,mmtc-3673,mMTC,meter,63,6.429,156.027,4.212,0.047,slice-mmtc
2025-09-25T06:47:32.464730+00:00,mmtc-919,mMTC,sensor,52,33.39,192.332,1.366,0.309,slice-mmtc
2025-09-25T06:47:32.464730+00:00,mmtc-4844,mMTC,meter,53,36.299,39.923,9.82,0.001,slice-mmtc
2025-09-25T06:47:32.464730+00:00,mmtc-2250,mMTC,tracker,42,29.782,225.311,6.177,0.345,slice-mmtc
2025-09-25T06:47:32.464730+00:00,mmtc-2359,mMTC,meter,69,14.081,200.883,5.595,0.2,slice-mmtc
2025-09-25T06:47:32.464730+00:00,mmtc-4521,mMTC,env,42,43.706,245.307,4.271,0.399,slice-mmtc
2025-09-25T06:47:32.464730+00:00,mmtc-4181,mMTC,meter,57,0.178,188.378,7.997,0.041,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-4389,mMTC,env,114,27.805,195.683,5.341,0.17,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-4016,mMTC,env,41,27.091,172.405,3.515,0.179,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-1984,mMTC,env,28,12.778,196.236,5.888,0.177,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-3268,mMTC,env,183,23.997,132.32,5.19,0.332,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-924,mMTC,meter,33,9.323,202.349,3.476,0.269,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-2703,mMTC,tracker,176,19.899,152.315,9.449,0.491,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-1904,mMTC,sensor,96,25.989,57.856,7.833,0.23,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-924,mMTC,meter,169,38.017,202.472,0.791,0.272,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-359,mMTC,tracker,86,3.182,152.166,4.17,0.148,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-596,mMTC,env,77,6.005,108.856,9.584,0.116,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-1702,mMTC,sensor,87,31.431,79.378,6.2,0.283,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-3773,mMTC,tracker,42,18.341,238.521,4.031,0.315,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-58,mMTC,meter,148,26.83,125.37,6.33,0.271,slice-mmtc
2025-09-25T06:47:32.465242+00:00,mmtc-4845,mMTC,sensor,100,13.437,245.143,8.636,0.428,slice-mmtc
2025-09-25T06:47:57.423358+00:00,mmtc-4734,mMTC,meter,54,44.577,84.495,5.886,0.244,slice-mmtc
2025-09-25T06:47:57.924312+00:00,mmtc-4185,mMTC,meter,60,47.757,64.318,7.365,0.258,slice-mmtc
2025-09-25T06:47:58.425067+00:00,mmtc-902,mMTC,meter,178,32.525,134.796,4.724,0.085,slice-mmtc
2025-09-25T06:47:58.925877+00:00,mmtc-4468,mMTC,meter,32,23.546,34.899,5.863,0.255,slice-mmtc
2025-09-25T06:47:59.426810+00:00,mmtc-4540,mMTC,env,121,2.662,144.584,3.442,0.359,slice-mmtc
